Edges,Stool_genus_network
Enterobacterales-Peptoniphilus-pos,0.0364
Enterobacterales-Dietzia-pos,0.0518
Enterobacterales-Erysipelothrix-pos,0.0563
Enterobacterales-Sporomusaceae-neg,0.0534
Enterobacterales-Desulfuromonadaceae-neg,0.027
Enterobacterales-Anaerococcus-pos,0.0385
Enterobacterales-Arcanobacterium-pos,0.0198
Enterobacterales-Porphyromonas-pos,0.0997
Enterobacterales-Brevibacillus-neg,0.0134
Enterobacterales-Selenomonas-pos,0.0278
Enterobacterales-Campylobacter-pos,0.1048
Enterobacterales-Eggerthellaceae-pos,0.0945
Enterobacterales-Ruminiclostridium-pos,0.0328
Enterobacterales-Rhizobium-pos,0.0665
Enterobacterales-Anaerobranca-pos,0.1335
Enterobacterales-Domibacillus-pos,0.155
Enterobacterales-Actinomyces-pos,0.0161
Enterobacterales-Paenibacillus-neg,0.0484
Enterobacterales-Stenotrophomonas-pos,0.0559
Enterobacterales-Eggerthella-pos,0.0611
Enterobacterales-Acetobacter-pos,0.1274
Enterobacterales-Acetobacterium-pos,0.122
Enterobacterales-Flavobacterium-pos,0.1381
Enterobacterales-Actinobacteria-pos,0.0269
Enterobacterales-Pedobacter-neg,0.0072
Enterobacterales-Micrococcus-pos,0.0507
Enterobacterales-Brevundimonas-pos,0.0119
Enterobacterales-Slackia-pos,0.0762
Enterobacterales-Gammaproteobacteria-pos,0.0757
Enterobacterales-Rhodobacteraceae-pos,0.0182
Enterobacterales-Propionibacteriaceae-pos,0.0033
Enterobacterales-Oscillatoriaceae-pos,0.0804
Enterobacterales-Flavobacteriaceae-neg,0.0333
Enterococcus-Firmicutes-pos,0.0107
Enterococcus-Erysipelotrichaceae-neg,0.1416
Enterococcus-Unassigned-pos,0.1329
Enterococcus-Coriobacteriia-neg,0.1715
Enterococcus-Faecalicatena-neg,0.0641
Enterococcus-Desulfosporosinus-neg,0.103
Enterococcus-Burkholderiales-pos,0.0134
Enterococcus-Bacteroidia-neg,0.1416
Enterococcus-Collinsella-neg,0.0378
Enterococcus-Corynebacterium-pos,0.2691
Enterococcus-Clostridiales Family XIII. Incertae Sedis-neg,0.0422
Enterococcus-Bacteria-neg,0.0083
Enterococcus-Moorella-neg,0.0002
Enterococcus-Brucella-pos,0.2797
Enterococcus-Dysgonomonas-neg,0.1335
Enterococcus-Porphyromonadaceae-neg,0.0344
Enterococcus-Planococcaceae-neg,0.0293
Enterococcus-Oceanobacillus-pos,0.0719
Enterococcus-Legionella-pos,0.0089
Enterococcus-Yersiniaceae-pos,0.0125
Enterococcus-Cronobacter-pos,0.1235
Enterococcus-Lactococcus-pos,0.154
Enterococcus-Morganella-neg,0.0122
Enterococcus-Fusobacterium-neg,0.0055
Enterococcus-Kurthia-pos,0.162
Enterococcus-Staphylococcaceae-neg,0.0157
Enterococcus-Methylobacterium-pos,0.1136
Enterococcus-Veillonella-pos,0.0576
Enterococcus-Acinetobacter-pos,0.1336
Enterococcus-Aeromonas-pos,0.0878
Enterococcus-Bacillaceae-neg,0.0805
Enterococcus-Clostridiaceae-pos,0.0091
Enterococcus-Peptoniphilus-pos,0.0207
Enterococcus-Dietzia-neg,0.0855
Enterococcus-Erysipelothrix-pos,0.0635
Enterococcus-Sporomusaceae-pos,0.0564
Enterococcus-Desulfuromonadaceae-neg,0.1232
Enterococcus-Anaerococcus-pos,0.1351
Enterococcus-Arcanobacterium-pos,0.1293
Enterococcus-Porphyromonas-neg,0.0741
Enterococcus-Brevibacillus-neg,0.0404
Enterococcus-Selenomonas-pos,0.0127
Enterococcus-Campylobacter-neg,0.0374
Enterococcus-Eggerthellaceae-pos,0.072
Enterococcus-Ruminiclostridium-pos,0.0795
Enterococcus-Rhizobium-neg,0.0905
Enterococcus-Anaerobranca-pos,0.0092
Enterococcus-Domibacillus-neg,0.0449
Enterococcus-Actinomyces-neg,0.0112
Enterococcus-Paenibacillus-pos,0.0724
Enterococcus-Stenotrophomonas-pos,0.0606
Enterococcus-Eggerthella-pos,0.1082
Enterococcus-Acetobacter-neg,0.0079
Enterococcus-Acetobacterium-pos,0.003
Enterococcus-Flavobacterium-pos,0.0699
Enterococcus-Actinobacteria-pos,0.0446
Enterococcus-Pedobacter-neg,0.0577
Enterococcus-Micrococcus-neg,0.0565
Enterococcus-Brevundimonas-pos,0.1383
Enterococcus-Slackia-pos,0.0585
Enterococcus-Gammaproteobacteria-pos,0.0235
Enterococcus-Rhodobacteraceae-pos,0.122
Enterococcus-Propionibacteriaceae-pos,0.0915
Enterococcus-Oscillatoriaceae-pos,0.0028
Enterococcus-Flavobacteriaceae-pos,0.1152
Firmicutes-Erysipelotrichaceae-neg,0.2096
Firmicutes-Unassigned-pos,0.0067
Firmicutes-Coriobacteriia-pos,0.1064
Firmicutes-Faecalicatena-neg,0.102
Firmicutes-Desulfosporosinus-neg,0.0353
Firmicutes-Burkholderiales-neg,0.0059
Firmicutes-Bacteroidia-neg,0.0617
Firmicutes-Collinsella-neg,0.0463
Firmicutes-Corynebacterium-pos,0.1836
Firmicutes-Clostridiales Family XIII. Incertae Sedis-neg,0.2647
Firmicutes-Bacteria-pos,0.0129
Firmicutes-Moorella-neg,0.0747
Firmicutes-Brucella-pos,0.0593
Firmicutes-Dysgonomonas-neg,0.1482
Firmicutes-Porphyromonadaceae-pos,0.0428
Firmicutes-Planococcaceae-pos,0.0315
Firmicutes-Oceanobacillus-neg,0.0073
Firmicutes-Legionella-neg,0.1769
Firmicutes-Yersiniaceae-neg,0.0695
Firmicutes-Cronobacter-neg,0.0547
Firmicutes-Lactococcus-neg,0.0201
Firmicutes-Morganella-pos,0.0015
Firmicutes-Fusobacterium-neg,0.0623
Firmicutes-Kurthia-pos,0.0224
Firmicutes-Staphylococcaceae-neg,0.029
Firmicutes-Methylobacterium-neg,0.0514
Firmicutes-Veillonella-pos,0.0398
Firmicutes-Acinetobacter-neg,0.0134
Firmicutes-Aeromonas-pos,0.0188
Firmicutes-Bacillaceae-pos,0.1023
Firmicutes-Clostridiaceae-neg,0.1005
Firmicutes-Peptoniphilus-neg,0.031
Firmicutes-Dietzia-neg,0.0097
Firmicutes-Erysipelothrix-pos,0.1012
Firmicutes-Sporomusaceae-pos,0.0704
Firmicutes-Desulfuromonadaceae-neg,0.0892
Firmicutes-Anaerococcus-pos,0.085
Firmicutes-Arcanobacterium-pos,0.0139
Firmicutes-Porphyromonas-neg,0.0159
Firmicutes-Brevibacillus-neg,0.0492
Firmicutes-Selenomonas-neg,0.0498
Firmicutes-Campylobacter-pos,0.0673
Firmicutes-Eggerthellaceae-pos,0.0282
Firmicutes-Ruminiclostridium-neg,0.0645
Firmicutes-Rhizobium-neg,0.1049
Firmicutes-Anaerobranca-neg,0.0427
Firmicutes-Domibacillus-pos,0.0761
Firmicutes-Actinomyces-neg,0.0525
Firmicutes-Paenibacillus-neg,0.008
Firmicutes-Stenotrophomonas-neg,0.0662
Firmicutes-Eggerthella-pos,0.0151
Firmicutes-Acetobacter-neg,0.0359
Firmicutes-Acetobacterium-neg,0.0278
Firmicutes-Flavobacterium-neg,0.104
Firmicutes-Actinobacteria-neg,0.0728
Firmicutes-Pedobacter-neg,0.1137
Firmicutes-Micrococcus-pos,0.0949
Firmicutes-Brevundimonas-neg,0.0809
Firmicutes-Slackia-neg,0.1096
Firmicutes-Gammaproteobacteria-pos,0.0292
Firmicutes-Rhodobacteraceae-neg,0.0764
Firmicutes-Propionibacteriaceae-neg,0.0635
Firmicutes-Oscillatoriaceae-neg,0.0347
Firmicutes-Flavobacteriaceae-pos,0.0039
Erysipelotrichaceae-Unassigned-neg,0.0077
Erysipelotrichaceae-Coriobacteriia-neg,0.0703
Erysipelotrichaceae-Faecalicatena-pos,0.2215
Erysipelotrichaceae-Desulfosporosinus-pos,0.1028
Erysipelotrichaceae-Burkholderiales-neg,0.1443
Erysipelotrichaceae-Bacteroidia-neg,0.1409
Erysipelotrichaceae-Collinsella-neg,0.01
Erysipelotrichaceae-Corynebacterium-neg,0.1268
Erysipelotrichaceae-Clostridiales Family XIII. Incertae Sedis-pos,0.1916
Erysipelotrichaceae-Bacteria-pos,0.0429
Erysipelotrichaceae-Moorella-pos,0.0459
Erysipelotrichaceae-Brucella-neg,0.1626
Erysipelotrichaceae-Dysgonomonas-pos,0.1776
Erysipelotrichaceae-Porphyromonadaceae-neg,0.12
Erysipelotrichaceae-Planococcaceae-neg,0.1125
Erysipelotrichaceae-Oceanobacillus-neg,0.018
Erysipelotrichaceae-Legionella-neg,0.0904
Erysipelotrichaceae-Yersiniaceae-pos,0.0097
Erysipelotrichaceae-Cronobacter-pos,0.0378
Erysipelotrichaceae-Lactococcus-neg,0.0362
Erysipelotrichaceae-Morganella-neg,0.0132
Erysipelotrichaceae-Fusobacterium-pos,0.0895
Erysipelotrichaceae-Kurthia-neg,0.053
Erysipelotrichaceae-Staphylococcaceae-neg,0.1373
Erysipelotrichaceae-Methylobacterium-neg,0.0186
Erysipelotrichaceae-Veillonella-neg,0.0818
Erysipelotrichaceae-Acinetobacter-neg,0.052
Erysipelotrichaceae-Aeromonas-neg,0.0689
Erysipelotrichaceae-Bacillaceae-neg,0.0044
Erysipelotrichaceae-Clostridiaceae-pos,0.0147
Erysipelotrichaceae-Peptoniphilus-neg,0.0009
Erysipelotrichaceae-Dietzia-pos,0.061
Erysipelotrichaceae-Erysipelothrix-neg,0.1197
Erysipelotrichaceae-Sporomusaceae-neg,0.001
Erysipelotrichaceae-Desulfuromonadaceae-pos,0.0284
Erysipelotrichaceae-Anaerococcus-neg,0.1802
Erysipelotrichaceae-Arcanobacterium-neg,0.05
Erysipelotrichaceae-Porphyromonas-neg,0.0097
Erysipelotrichaceae-Brevibacillus-pos,0.047
Erysipelotrichaceae-Selenomonas-pos,0.0405
Erysipelotrichaceae-Campylobacter-neg,0.0222
Erysipelotrichaceae-Eggerthellaceae-neg,0.0987
Erysipelotrichaceae-Ruminiclostridium-pos,0.1077
Erysipelotrichaceae-Rhizobium-pos,0.1214
Erysipelotrichaceae-Anaerobranca-neg,0.0794
Erysipelotrichaceae-Domibacillus-neg,0.0405
Erysipelotrichaceae-Actinomyces-neg,0.0237
Erysipelotrichaceae-Paenibacillus-pos,0.0922
Erysipelotrichaceae-Stenotrophomonas-pos,0.1831
Erysipelotrichaceae-Eggerthella-neg,0.0458
Erysipelotrichaceae-Acetobacter-neg,0.0009
Erysipelotrichaceae-Acetobacterium-neg,0.022
Erysipelotrichaceae-Flavobacterium-pos,0.0769
Erysipelotrichaceae-Actinobacteria-pos,0.1728
Erysipelotrichaceae-Pedobacter-pos,0.0975
Erysipelotrichaceae-Micrococcus-neg,0.1371
Erysipelotrichaceae-Brevundimonas-neg,0.0024
Erysipelotrichaceae-Slackia-neg,0.0903
Erysipelotrichaceae-Gammaproteobacteria-neg,0.0214
Erysipelotrichaceae-Rhodobacteraceae-neg,0.0949
Erysipelotrichaceae-Propionibacteriaceae-neg,0.0575
Erysipelotrichaceae-Oscillatoriaceae-neg,0.0172
Erysipelotrichaceae-Flavobacteriaceae-neg,0.0049
Unassigned-Coriobacteriia-pos,0.0227
Unassigned-Faecalicatena-pos,0.0661
Unassigned-Desulfosporosinus-neg,0.0579
Unassigned-Burkholderiales-pos,0.0395
Unassigned-Bacteroidia-neg,0.0423
Unassigned-Collinsella-pos,0.1057
Unassigned-Corynebacterium-neg,0.0051
Unassigned-Clostridiales Family XIII. Incertae Sedis-neg,0.0374
Unassigned-Bacteria-neg,0.0049
Unassigned-Moorella-neg,0.0454
Unassigned-Brucella-pos,0.0845
Unassigned-Dysgonomonas-neg,0.0288
Unassigned-Porphyromonadaceae-pos,0.0066
Unassigned-Planococcaceae-pos,0.1067
Unassigned-Oceanobacillus-pos,0.0752
Unassigned-Legionella-pos,0.0501
Unassigned-Yersiniaceae-pos,0.0629
Unassigned-Cronobacter-neg,0.0348
Unassigned-Lactococcus-pos,0.0287
Unassigned-Morganella-pos,0.0322
Unassigned-Fusobacterium-pos,0.0219
Unassigned-Kurthia-pos,0.1183
Unassigned-Staphylococcaceae-neg,0.0318
Unassigned-Methylobacterium-neg,0.0144
Unassigned-Veillonella-pos,0.0278
Unassigned-Acinetobacter-pos,0.0864
Unassigned-Aeromonas-pos,0.0237
Unassigned-Bacillaceae-neg,0.0013
Unassigned-Clostridiaceae-pos,0.0167
Unassigned-Peptoniphilus-pos,0.0789
Unassigned-Dietzia-neg,0.0017
Unassigned-Erysipelothrix-neg,0.0054
Unassigned-Sporomusaceae-neg,0.0079
Unassigned-Desulfuromonadaceae-neg,0.0297
Unassigned-Anaerococcus-pos,0.0045
Unassigned-Arcanobacterium-neg,0.034
Unassigned-Porphyromonas-neg,0.0647
Unassigned-Brevibacillus-pos,0.0545
Unassigned-Selenomonas-pos,0.0793
Unassigned-Campylobacter-neg,0.0125
Unassigned-Eggerthellaceae-pos,0.0995
Unassigned-Ruminiclostridium-neg,0.0729
Unassigned-Rhizobium-pos,0.0732
Unassigned-Anaerobranca-pos,0.1254
Unassigned-Domibacillus-neg,0.0381
Unassigned-Actinomyces-pos,0.0475
Unassigned-Paenibacillus-pos,0.0432
Unassigned-Stenotrophomonas-pos,0.1026
Unassigned-Eggerthella-pos,0.0086
Unassigned-Acetobacter-neg,0.0397
Unassigned-Acetobacterium-pos,0.0372
Unassigned-Flavobacterium-neg,0.0283
Unassigned-Actinobacteria-pos,0.0503
Unassigned-Pedobacter-pos,0.0355
Unassigned-Micrococcus-neg,0.0412
Unassigned-Brevundimonas-pos,0.018
Unassigned-Slackia-neg,0.0124
Unassigned-Gammaproteobacteria-neg,0.0357
Unassigned-Rhodobacteraceae-neg,0.025
Unassigned-Propionibacteriaceae-pos,0.0732
Unassigned-Oscillatoriaceae-neg,0.0286
Unassigned-Flavobacteriaceae-pos,0.052
Coriobacteriia-Faecalicatena-neg,0.1009
Coriobacteriia-Desulfosporosinus-pos,0.1433
Coriobacteriia-Burkholderiales-neg,0.2232
Coriobacteriia-Bacteroidia-neg,0.0119
Coriobacteriia-Collinsella-pos,0.1635
Coriobacteriia-Corynebacterium-neg,0.12
Coriobacteriia-Clostridiales Family XIII. Incertae Sedis-pos,0.0134
Coriobacteriia-Bacteria-pos,0.0387
Coriobacteriia-Moorella-neg,0.0586
Coriobacteriia-Brucella-neg,0.0508
Coriobacteriia-Dysgonomonas-neg,0.0783
Coriobacteriia-Porphyromonadaceae-neg,0.0939
Coriobacteriia-Planococcaceae-pos,0.1459
Coriobacteriia-Oceanobacillus-neg,0.0188
Coriobacteriia-Legionella-neg,0.0549
Coriobacteriia-Yersiniaceae-pos,0.0699
Coriobacteriia-Cronobacter-neg,0.0271
Coriobacteriia-Lactococcus-neg,0.1364
Coriobacteriia-Morganella-neg,0.0488
Coriobacteriia-Fusobacterium-neg,0.0941
Coriobacteriia-Kurthia-neg,0.0836
Coriobacteriia-Staphylococcaceae-pos,0.0813
Coriobacteriia-Methylobacterium-neg,0.1102
Coriobacteriia-Veillonella-pos,0.1279
Coriobacteriia-Acinetobacter-pos,0.0428
Coriobacteriia-Aeromonas-neg,0.0195
Coriobacteriia-Bacillaceae-neg,0.0313
Coriobacteriia-Clostridiaceae-pos,0.0034
Coriobacteriia-Peptoniphilus-neg,0.0072
Coriobacteriia-Dietzia-pos,0.0332
Coriobacteriia-Erysipelothrix-pos,0.0088
Coriobacteriia-Sporomusaceae-pos,0.0847
Coriobacteriia-Desulfuromonadaceae-pos,0.0194
Coriobacteriia-Anaerococcus-pos,0.0452
Coriobacteriia-Arcanobacterium-neg,0.1057
Coriobacteriia-Porphyromonas-pos,0.1587
Coriobacteriia-Brevibacillus-pos,0.0501
Coriobacteriia-Selenomonas-pos,0.0045
Coriobacteriia-Campylobacter-pos,0.0382
Coriobacteriia-Eggerthellaceae-pos,0.0563
Coriobacteriia-Ruminiclostridium-neg,0.0582
Coriobacteriia-Rhizobium-neg,0.0569
Coriobacteriia-Anaerobranca-pos,0.0334
Coriobacteriia-Domibacillus-pos,0.0605
Coriobacteriia-Actinomyces-pos,0.1711
Coriobacteriia-Paenibacillus-pos,0.0036
Coriobacteriia-Stenotrophomonas-neg,0.0572
Coriobacteriia-Eggerthella-pos,0.0633
Coriobacteriia-Acetobacter-neg,0.0743
Coriobacteriia-Acetobacterium-pos,0.0681
Coriobacteriia-Flavobacterium-pos,0.0048
Coriobacteriia-Actinobacteria-neg,0.0487
Coriobacteriia-Pedobacter-neg,0.0194
Coriobacteriia-Micrococcus-neg,0.1023
Coriobacteriia-Brevundimonas-neg,0.0125
Coriobacteriia-Slackia-pos,0.0637
Coriobacteriia-Gammaproteobacteria-pos,0.0417
Coriobacteriia-Rhodobacteraceae-neg,0.0651
Coriobacteriia-Propionibacteriaceae-neg,0.049
Coriobacteriia-Oscillatoriaceae-pos,0.007
Coriobacteriia-Flavobacteriaceae-pos,0.0038
Faecalicatena-Desulfosporosinus-pos,0.0863
Faecalicatena-Burkholderiales-neg,0.023
Faecalicatena-Bacteroidia-neg,0.069
Faecalicatena-Collinsella-pos,0.0325
Faecalicatena-Corynebacterium-neg,0.1084
Faecalicatena-Clostridiales Family XIII. Incertae Sedis-pos,0.1987
Faecalicatena-Bacteria-pos,0.0494
Faecalicatena-Moorella-pos,0.1424
Faecalicatena-Brucella-neg,0.0982
Faecalicatena-Dysgonomonas-pos,0.0689
Faecalicatena-Porphyromonadaceae-neg,0.0977
Faecalicatena-Planococcaceae-neg,0.0169
Faecalicatena-Oceanobacillus-neg,0.0922
Faecalicatena-Legionella-neg,0.0266
Faecalicatena-Yersiniaceae-pos,0.0453
Faecalicatena-Cronobacter-pos,0.0754
Faecalicatena-Lactococcus-pos,0.0558
Faecalicatena-Morganella-neg,0.0691
Faecalicatena-Fusobacterium-pos,0.0496
Faecalicatena-Kurthia-pos,0.039
Faecalicatena-Staphylococcaceae-neg,0.0711
Faecalicatena-Methylobacterium-neg,0.1722
Faecalicatena-Veillonella-pos,0.0372
Faecalicatena-Acinetobacter-neg,0.0806
Faecalicatena-Aeromonas-pos,0.0795
Faecalicatena-Bacillaceae-neg,0.0122
Faecalicatena-Clostridiaceae-pos,0.1246
Faecalicatena-Peptoniphilus-neg,0.0028
Faecalicatena-Dietzia-neg,0.0211
Faecalicatena-Erysipelothrix-neg,0.0529
Faecalicatena-Sporomusaceae-pos,0.0145
Faecalicatena-Desulfuromonadaceae-pos,0.0971
Faecalicatena-Anaerococcus-neg,0.1336
Faecalicatena-Arcanobacterium-pos,0.0189
Faecalicatena-Porphyromonas-pos,0.0164
Faecalicatena-Brevibacillus-pos,0.1848
Faecalicatena-Selenomonas-neg,0.0893
Faecalicatena-Campylobacter-pos,0.1293
Faecalicatena-Eggerthellaceae-neg,0.0584
Faecalicatena-Ruminiclostridium-pos,0.0054
Faecalicatena-Rhizobium-neg,0.0268
Faecalicatena-Anaerobranca-pos,0.0274
Faecalicatena-Domibacillus-neg,0.0612
Faecalicatena-Actinomyces-pos,0.0445
Faecalicatena-Paenibacillus-pos,0.0795
Faecalicatena-Stenotrophomonas-neg,0.0894
Faecalicatena-Eggerthella-neg,0.0395
Faecalicatena-Acetobacter-neg,0.0884
Faecalicatena-Acetobacterium-pos,0.0503
Faecalicatena-Flavobacterium-pos,0.0063
Faecalicatena-Actinobacteria-neg,0.0171
Faecalicatena-Pedobacter-pos,0.0362
Faecalicatena-Micrococcus-pos,0.0227
Faecalicatena-Brevundimonas-pos,0.0343
Faecalicatena-Slackia-pos,0.0357
Faecalicatena-Gammaproteobacteria-pos,0.0092
Faecalicatena-Rhodobacteraceae-neg,0.1303
Faecalicatena-Propionibacteriaceae-pos,0.0147
Faecalicatena-Oscillatoriaceae-pos,0.0685
Faecalicatena-Flavobacteriaceae-pos,0.0131
Desulfosporosinus-Burkholderiales-neg,0.1755
Desulfosporosinus-Bacteroidia-neg,0.1432
Desulfosporosinus-Collinsella-pos,0.0466
Desulfosporosinus-Corynebacterium-neg,0.004
Desulfosporosinus-Clostridiales Family XIII. Incertae Sedis-pos,0.1203
Desulfosporosinus-Bacteria-neg,0.0875
Desulfosporosinus-Moorella-pos,0.0832
Desulfosporosinus-Brucella-neg,0.0764
Desulfosporosinus-Dysgonomonas-neg,0.0547
Desulfosporosinus-Porphyromonadaceae-neg,0.0338
Desulfosporosinus-Planococcaceae-pos,0.0599
Desulfosporosinus-Oceanobacillus-neg,0.0519
Desulfosporosinus-Legionella-neg,0.142
Desulfosporosinus-Yersiniaceae-neg,0.0818
Desulfosporosinus-Cronobacter-neg,0.0708
Desulfosporosinus-Lactococcus-pos,0.0175
Desulfosporosinus-Morganella-pos,0.0716
Desulfosporosinus-Fusobacterium-pos,0.0774
Desulfosporosinus-Kurthia-neg,0.0126
Desulfosporosinus-Staphylococcaceae-neg,0.1982
Desulfosporosinus-Methylobacterium-pos,0.0044
Desulfosporosinus-Veillonella-pos,0.1322
Desulfosporosinus-Acinetobacter-neg,0.0322
Desulfosporosinus-Aeromonas-neg,0.0571
Desulfosporosinus-Bacillaceae-neg,0.062
Desulfosporosinus-Clostridiaceae-neg,0.1436
Desulfosporosinus-Peptoniphilus-pos,0.0619
Desulfosporosinus-Dietzia-pos,0.0734
Desulfosporosinus-Erysipelothrix-neg,0.0623
Desulfosporosinus-Sporomusaceae-pos,0.0891
Desulfosporosinus-Desulfuromonadaceae-pos,0.1925
Desulfosporosinus-Anaerococcus-neg,0.051
Desulfosporosinus-Arcanobacterium-neg,0.0377
Desulfosporosinus-Porphyromonas-pos,0.2508
Desulfosporosinus-Brevibacillus-pos,0.213
Desulfosporosinus-Selenomonas-neg,0.0613
Desulfosporosinus-Campylobacter-pos,0.0988
Desulfosporosinus-Eggerthellaceae-neg,0.1003
Desulfosporosinus-Ruminiclostridium-pos,0.0232
Desulfosporosinus-Rhizobium-pos,0.0456
Desulfosporosinus-Anaerobranca-neg,0.0805
Desulfosporosinus-Domibacillus-neg,0.105
Desulfosporosinus-Actinomyces-pos,0.1727
Desulfosporosinus-Paenibacillus-pos,0.0426
Desulfosporosinus-Stenotrophomonas-neg,0.0148
Desulfosporosinus-Eggerthella-neg,0.0566
Desulfosporosinus-Acetobacter-neg,0.0907
Desulfosporosinus-Acetobacterium-pos,0.1437
Desulfosporosinus-Flavobacterium-neg,0.0163
Desulfosporosinus-Actinobacteria-neg,0.0862
Desulfosporosinus-Pedobacter-neg,0.0087
Desulfosporosinus-Micrococcus-pos,0.0755
Desulfosporosinus-Brevundimonas-neg,0.0225
Desulfosporosinus-Slackia-neg,0.0956
Desulfosporosinus-Gammaproteobacteria-neg,0.0551
Desulfosporosinus-Rhodobacteraceae-neg,0.1169
Desulfosporosinus-Propionibacteriaceae-neg,0.0859
Desulfosporosinus-Oscillatoriaceae-neg,0.0392
Desulfosporosinus-Flavobacteriaceae-pos,0.0265
Burkholderiales-Bacteroidia-pos,0.1714
Burkholderiales-Collinsella-neg,0.1931
Burkholderiales-Corynebacterium-pos,0.1082
Burkholderiales-Clostridiales Family XIII. Incertae Sedis-neg,0.0418
Burkholderiales-Bacteria-neg,0.1094
Burkholderiales-Moorella-neg,0.0599
Burkholderiales-Brucella-pos,0.0423
Burkholderiales-Dysgonomonas-neg,0.0527
Burkholderiales-Porphyromonadaceae-pos,0.0815
Burkholderiales-Planococcaceae-pos,0.0283
Burkholderiales-Oceanobacillus-pos,0.0253
Burkholderiales-Legionella-pos,0.1071
Burkholderiales-Yersiniaceae-neg,0.0008
Burkholderiales-Cronobacter-pos,0.029
Burkholderiales-Lactococcus-pos,0.0058
Burkholderiales-Morganella-neg,0.0739
Burkholderiales-Fusobacterium-neg,0.1299
Burkholderiales-Kurthia-pos,0.1445
Burkholderiales-Staphylococcaceae-pos,0.1098
Burkholderiales-Methylobacterium-pos,0.0061
Burkholderiales-Veillonella-neg,0.034
Burkholderiales-Acinetobacter-pos,0.0212
Burkholderiales-Aeromonas-pos,0.0136
Burkholderiales-Bacillaceae-neg,0.0911
Burkholderiales-Clostridiaceae-pos,0.105
Burkholderiales-Peptoniphilus-neg,0.0571
Burkholderiales-Dietzia-neg,0.0905
Burkholderiales-Erysipelothrix-pos,0.0586
Burkholderiales-Sporomusaceae-neg,0.1321
Burkholderiales-Desulfuromonadaceae-pos,0.0047
Burkholderiales-Anaerococcus-pos,0.0175
Burkholderiales-Arcanobacterium-neg,0.0869
Burkholderiales-Porphyromonas-neg,0.1633
Burkholderiales-Brevibacillus-pos,0.0058
Burkholderiales-Selenomonas-neg,0.0994
Burkholderiales-Campylobacter-pos,0.0231
Burkholderiales-Eggerthellaceae-neg,0.0244
Burkholderiales-Ruminiclostridium-neg,0.0302
Burkholderiales-Rhizobium-neg,0.0693
Burkholderiales-Anaerobranca-neg,0.0046
Burkholderiales-Domibacillus-pos,0.0676
Burkholderiales-Actinomyces-neg,0.1092
Burkholderiales-Paenibacillus-neg,0.0504
Burkholderiales-Stenotrophomonas-neg,0.0609
Burkholderiales-Eggerthella-neg,0.0812
Burkholderiales-Acetobacter-pos,0.1597
Burkholderiales-Acetobacterium-pos,0.0367
Burkholderiales-Flavobacterium-neg,0.0037
Burkholderiales-Actinobacteria-neg,0.0477
Burkholderiales-Pedobacter-pos,0.0381
Burkholderiales-Micrococcus-neg,0.0079
Burkholderiales-Brevundimonas-neg,0.0935
Burkholderiales-Slackia-pos,0.03
Burkholderiales-Gammaproteobacteria-pos,0.0898
Burkholderiales-Rhodobacteraceae-pos,0.1176
Burkholderiales-Propionibacteriaceae-pos,0.046
Burkholderiales-Oscillatoriaceae-neg,0.0099
Burkholderiales-Flavobacteriaceae-pos,0.0082
Bacteroidia-Collinsella-neg,0.124
Bacteroidia-Corynebacterium-neg,0.0434
Bacteroidia-Clostridiales Family XIII. Incertae Sedis-neg,0.0633
Bacteroidia-Bacteria-neg,0.0751
Bacteroidia-Moorella-neg,0.0602
Bacteroidia-Brucella-neg,0.0212
Bacteroidia-Dysgonomonas-neg,0.1188
Bacteroidia-Porphyromonadaceae-pos,0.1645
Bacteroidia-Planococcaceae-neg,0.0665
Bacteroidia-Oceanobacillus-neg,0.0954
Bacteroidia-Legionella-pos,0.119
Bacteroidia-Yersiniaceae-pos,0.0509
Bacteroidia-Cronobacter-neg,0.0204
Bacteroidia-Lactococcus-neg,0.0616
Bacteroidia-Morganella-neg,0.0423
Bacteroidia-Fusobacterium-neg,0.1328
Bacteroidia-Kurthia-neg,0.138
Bacteroidia-Staphylococcaceae-pos,0.015
Bacteroidia-Methylobacterium-neg,0.11
Bacteroidia-Veillonella-neg,0.0018
Bacteroidia-Acinetobacter-neg,0.0225
Bacteroidia-Aeromonas-neg,0.0482
Bacteroidia-Bacillaceae-neg,0.013
Bacteroidia-Clostridiaceae-pos,0.1226
Bacteroidia-Peptoniphilus-neg,0.0266
Bacteroidia-Dietzia-neg,0.0186
Bacteroidia-Erysipelothrix-neg,0.0061
Bacteroidia-Sporomusaceae-neg,0.1125
Bacteroidia-Desulfuromonadaceae-neg,0.0656
Bacteroidia-Anaerococcus-neg,0.1234
Bacteroidia-Arcanobacterium-pos,0.0004
Bacteroidia-Porphyromonas-neg,0.1443
Bacteroidia-Brevibacillus-neg,0.0366
